Region,Annee,Semaine_Epi,Pluviometrie_mm,Temperature_Moy_C,Taux_Couverture_MILDA,Campagne_Vaccinale_Active,Cas_Paludisme,Cas_Dengue
Hauts-Bassins (Bobo),2020,1,3.7,26.0,83.6,0,472,8
Hauts-Bassins (Bobo),2020,2,3.5,32.3,87.7,0,471,6
Hauts-Bassins (Bobo),2020,3,3.7,29.5,85.2,0,417,6
Hauts-Bassins (Bobo),2020,4,2.5,28.7,91.8,0,385,13
Hauts-Bassins (Bobo),2020,5,1.5,29.1,93.1,0,477,11
Hauts-Bassins (Bobo),2020,6,1.2,30.1,93.8,0,370,7
Hauts-Bassins (Bobo),2020,7,3.7,29.5,83.5,0,504,6
Hauts-Bassins (Bobo),2020,8,0.8,31.1,92.9,0,514,8
Hauts-Bassins (Bobo),2020,9,2.5,32.0,84.0,0,337,15
Hauts-Bassins (Bobo),2020,10,3.8,34.5,86.8,0,398,25
Hauts-Bassins (Bobo),2020,11,4.1,39.9,78.2,0,464,6
Hauts-Bassins (Bobo),2020,12,3.7,36.4,84.9,0,385,25
Hauts-Bassins (Bobo),2020,13,1.3,37.4,80.9,0,361,8
Hauts-Bassins (Bobo),2020,14,3.8,34.1,89.5,0,403,7
Hauts-Bassins (Bobo),2020,15,4.7,38.0,88.4,0,433,13
Hauts-Bassins (Bobo),2020,16,1.0,35.4,86.2,0,346,15
Hauts-Bassins (Bobo),2020,17,1.6,36.8,86.3,0,320,27
Hauts-Bassins (Bobo),2020,18,2.1,36.4,94.8,0,451,27
Hauts-Bassins (Bobo),2020,19,1.4,30.2,75.4,0,462,6
Hauts-Bassins (Bobo),2020,20,1.9,30.7,81.9,0,312,20
Hauts-Bassins (Bobo),2020,21,3.1,29.4,76.4,0,324,28
Hauts-Bassins (Bobo),2020,22,21.3,26.2,83.2,0,500,13
Hauts-Bassins (Bobo),2020,23,32.2,29.1,90.8,0,428,12
Hauts-Bassins (Bobo),2020,24,33.7,28.6,85.7,0,507,14
Hauts-Bassins (Bobo),2020,25,76.4,31.2,84.9,0,396,11
Hauts-Bassins (Bobo),2020,26,95.2,29.4,83.7,0,1586,20
Hauts-Bassins (Bobo),2020,27,24.2,32.9,75.3,0,2571,18
Hauts-Bassins (Bobo),2020,28,23.5,29.9,92.4,0,2213,8
Hauts-Bassins (Bobo),2020,29,59.3,31.6,80.3,0,2373,18
Hauts-Bassins (Bobo),2020,30,25.1,31.2,89.6,0,2050,20
Hauts-Bassins (Bobo),2020,31,101.0,25.1,92.4,0,1753,20
Hauts-Bassins (Bobo),2020,32,28.7,32.5,88.2,0,1841,7
Hauts-Bassins (Bobo),2020,33,40.9,32.9,79.3,0,2370,17
Hauts-Bassins (Bobo),2020,34,42.7,32.4,88.3,0,1960,19
Hauts-Bassins (Bobo),2020,35,103.2,25.9,93.5,0,2051,20
Hauts-Bassins (Bobo),2020,36,27.9,25.9,78.3,0,2030,20
Hauts-Bassins (Bobo),2020,37,89.4,26.7,94.6,0,2072,8
Hauts-Bassins (Bobo),2020,38,24.1,26.1,82.8,0,2033,207
Hauts-Bassins (Bobo),2020,39,90.1,25.1,86.9,0,1932,329
Hauts-Bassins (Bobo),2020,40,53.7,29.3,87.0,0,1643,318
Hauts-Bassins (Bobo),2020,41,2.4,31.0,86.7,0,2286,291
Hauts-Bassins (Bobo),2020,42,1.7,29.4,78.9,0,2314,384
Hauts-Bassins (Bobo),2020,43,0.8,27.2,75.8,0,1723,381
Hauts-Bassins (Bobo),2020,44,4.7,28.4,85.7,0,2276,340
Hauts-Bassins (Bobo),2020,45,2.7,26.0,75.6,0,1919,365
Hauts-Bassins (Bobo),2020,46,0.6,25.6,86.0,0,2305,304
Hauts-Bassins (Bobo),2020,47,2.1,26.1,89.4,0,341,29
Hauts-Bassins (Bobo),2020,48,2.7,25.7,79.7,0,466,25
Hauts-Bassins (Bobo),2020,49,3.5,31.3,84.6,0,408,9
Hauts-Bassins (Bobo),2020,50,1.1,25.5,83.6,0,370,21
Hauts-Bassins (Bobo),2020,51,2.0,25.1,79.2,0,412,22
Hauts-Bassins (Bobo),2020,52,1.3,29.3,81.8,0,498,18
Hauts-Bassins (Bobo),2021,1,3.6,29.2,79.9,0,417,8
Hauts-Bassins (Bobo),2021,2,2.5,27.2,93.1,0,290,25
Hauts-Bassins (Bobo),2021,3,2.9,28.2,83.7,0,388,7
Hauts-Bassins (Bobo),2021,4,3.9,26.9,80.6,0,463,13
Hauts-Bassins (Bobo),2021,5,0.7,31.6,94.1,0,268,27
Hauts-Bassins (Bobo),2021,6,4.3,27.8,94.0,0,410,20
Hauts-Bassins (Bobo),2021,7,4.6,30.7,92.3,0,333,9
Hauts-Bassins (Bobo),2021,8,0.3,31.3,94.5,0,465,26
Hauts-Bassins (Bobo),2021,9,1.8,29.9,76.6,0,391,19
Hauts-Bassins (Bobo),2021,10,0.1,36.1,76.2,0,472,26
Hauts-Bassins (Bobo),2021,11,3.7,37.2,76.7,0,391,19
Hauts-Bassins (Bobo),2021,12,1.7,36.4,88.5,0,460,6
Hauts-Bassins (Bobo),2021,13,3.6,38.7,77.1,0,474,6
Hauts-Bassins (Bobo),2021,14,2.8,39.5,76.1,0,453,6
Hauts-Bassins (Bobo),2021,15,1.3,39.0,78.5,0,332,29
Hauts-Bassins (Bobo),2021,16,4.4,36.7,83.4,0,327,25
Hauts-Bassins (Bobo),2021,17,1.2,35.1,93.9,0,285,14
Hauts-Bassins (Bobo),2021,18,0.4,41.0,82.7,0,363,27
Hauts-Bassins (Bobo),2021,19,4.3,25.1,80.9,0,409,11
Hauts-Bassins (Bobo),2021,20,2.3,32.9,89.4,0,315,11
Hauts-Bassins (Bobo),2021,21,1.5,29.5,81.5,0,284,23
Hauts-Bassins (Bobo),2021,22,66.8,30.0,89.0,0,273,5
Hauts-Bassins (Bobo),2021,23,117.3,27.9,88.1,0,431,24
Hauts-Bassins (Bobo),2021,24,48.7,31.9,85.1,0,286,26
Hauts-Bassins (Bobo),2021,25,36.2,27.9,84.0,0,390,17
Hauts-Bassins (Bobo),2021,26,115.4,30.6,81.2,0,1781,8
Hauts-Bassins (Bobo),2021,27,90.1,33.0,77.3,0,2051,17
Hauts-Bassins (Bobo),2021,28,44.4,27.2,86.2,0,2245,25
Hauts-Bassins (Bobo),2021,29,73.3,30.5,93.0,0,1742,21
Hauts-Bassins (Bobo),2021,30,87.5,27.5,87.8,0,1615,9
Hauts-Bassins (Bobo),2021,31,56.4,32.6,75.7,0,2241,26
Hauts-Bassins (Bobo),2021,32,99.6,27.3,86.8,0,2087,22
Hauts-Bassins (Bobo),2021,33,29.9,29.4,75.4,0,1872,22
Hauts-Bassins (Bobo),2021,34,72.0,28.9,76.3,0,1689,5
Hauts-Bassins (Bobo),2021,35,98.4,27.5,75.4,0,2047,26
Hauts-Bassins (Bobo),2021,36,78.5,26.1,84.6,0,2307,17
Hauts-Bassins (Bobo),2021,37,79.5,31.2,84.5,0,2058,23
Hauts-Bassins (Bobo),2021,38,79.4,25.5,80.4,0,2472,367
Hauts-Bassins (Bobo),2021,39,85.6,25.5,92.9,0,2383,189
Hauts-Bassins (Bobo),2021,40,49.0,27.4,90.8,0,1570,291
Hauts-Bassins (Bobo),2021,41,0.1,32.8,91.3,0,1878,126
Hauts-Bassins (Bobo),2021,42,1.3,31.7,88.3,0,2207,280
Hauts-Bassins (Bobo),2021,43,0.4,32.5,93.2,0,2282,131
Hauts-Bassins (Bobo),2021,44,2.0,31.9,77.0,0,2130,290
Hauts-Bassins (Bobo),2021,45,4.7,29.7,83.3,0,2031,148
Hauts-Bassins (Bobo),2021,46,3.6,26.6,93.8,0,2019,190
Hauts-Bassins (Bobo),2021,47,0.4,31.4,80.6,0,395,15
Hauts-Bassins (Bobo),2021,48,1.6,28.4,87.9,0,392,24
Hauts-Bassins (Bobo),2021,49,0.5,30.4,81.6,0,264,15
Hauts-Bassins (Bobo),2021,50,3.6,32.2,77.7,0,341,26
Hauts-Bassins (Bobo),2021,51,2.3,28.7,87.3,0,400,15
Hauts-Bassins (Bobo),2021,52,3.1,31.9,81.0,0,295,28
Hauts-Bassins (Bobo),2022,1,1.9,26.3,91.8,0,457,15
Hauts-Bassins (Bobo),2022,2,2.1,29.2,85.7,0,355,8
Hauts-Bassins (Bobo),2022,3,1.5,25.2,85.2,0,322,5
Hauts-Bassins (Bobo),2022,4,2.7,26.3,84.9,0,356,6
Hauts-Bassins (Bobo),2022,5,4.3,26.0,85.2,0,459,6
Hauts-Bassins (Bobo),2022,6,4.5,26.1,79.6,0,464,27
Hauts-Bassins (Bobo),2022,7,1.3,27.3,83.7,0,375,18
Hauts-Bassins (Bobo),2022,8,0.6,28.9,84.0,0,425,7
Hauts-Bassins (Bobo),2022,9,0.3,26.3,78.2,0,261,29
Hauts-Bassins (Bobo),2022,10,4.3,35.4,81.4,0,477,13
Hauts-Bassins (Bobo),2022,11,4.8,36.7,91.2,0,446,11
Hauts-Bassins (Bobo),2022,12,4.9,36.5,83.0,0,478,26
Hauts-Bassins (Bobo),2022,13,5.0,40.4,83.2,0,377,28
Hauts-Bassins (Bobo),2022,14,4.2,38.9,83.2,0,340,7
Hauts-Bassins (Bobo),2022,15,3.3,35.2,88.5,0,437,27
Hauts-Bassins (Bobo),2022,16,1.3,36.4,82.1,0,276,19
Hauts-Bassins (Bobo),2022,17,0.3,40.4,83.0,0,404,29
Hauts-Bassins (Bobo),2022,18,4.1,34.8,86.8,0,443,6
Hauts-Bassins (Bobo),2022,19,2.1,30.0,80.0,0,464,22
Hauts-Bassins (Bobo),2022,20,4.3,30.0,89.7,0,394,28
Hauts-Bassins (Bobo),2022,21,2.8,25.4,75.6,0,399,21
Hauts-Bassins (Bobo),2022,22,53.0,29.8,91.9,0,442,6
Hauts-Bassins (Bobo),2022,23,36.0,25.5,88.9,0,302,29
Hauts-Bassins (Bobo),2022,24,75.8,29.2,83.8,0,448,9
Hauts-Bassins (Bobo),2022,25,32.9,29.7,83.2,0,383,29
Hauts-Bassins (Bobo),2022,26,27.1,28.5,84.8,0,2021,16
Hauts-Bassins (Bobo),2022,27,87.9,31.5,94.0,0,2454,7
Hauts-Bassins (Bobo),2022,28,119.4,31.1,84.7,0,1882,6
Hauts-Bassins (Bobo),2022,29,105.1,25.1,77.2,0,1575,5
Hauts-Bassins (Bobo),2022,30,33.0,29.7,88.4,0,1568,6
Hauts-Bassins (Bobo),2022,31,63.3,30.6,86.1,0,2338,29
Hauts-Bassins (Bobo),2022,32,76.9,26.9,79.1,0,2117,11
Hauts-Bassins (Bobo),2022,33,91.5,26.2,79.0,0,2018,13
Hauts-Bassins (Bobo),2022,34,49.0,25.3,89.8,0,1680,9
Hauts-Bassins (Bobo),2022,35,21.6,30.3,94.0,0,2302,25
Hauts-Bassins (Bobo),2022,36,81.2,31.3,75.6,0,1889,13
Hauts-Bassins (Bobo),2022,37,98.8,28.7,95.0,0,2348,9
Hauts-Bassins (Bobo),2022,38,62.6,32.5,91.8,0,2128,352
Hauts-Bassins (Bobo),2022,39,114.5,30.8,78.4,0,1456,389
Hauts-Bassins (Bobo),2022,40,103.2,31.8,77.7,0,1832,382
Hauts-Bassins (Bobo),2022,41,4.2,29.0,77.2,0,1441,131
Hauts-Bassins (Bobo),2022,42,3.6,28.9,83.0,0,2110,327
Hauts-Bassins (Bobo),2022,43,5.0,26.5,88.5,0,1780,156
Hauts-Bassins (Bobo),2022,44,0.3,28.9,76.2,0,2154,275
Hauts-Bassins (Bobo),2022,45,3.8,31.1,88.0,0,2211,257
Hauts-Bassins (Bobo),2022,46,3.6,25.1,89.8,0,1612,340
Hauts-Bassins (Bobo),2022,47,3.9,25.5,77.3,0,351,9
Hauts-Bassins (Bobo),2022,48,2.3,28.2,91.1,0,388,26
Hauts-Bassins (Bobo),2022,49,0.5,32.5,84.4,0,414,29
Hauts-Bassins (Bobo),2022,50,0.9,32.1,77.3,0,246,28
Hauts-Bassins (Bobo),2022,51,3.6,25.4,84.8,0,340,7
Hauts-Bassins (Bobo),2022,52,0.6,27.9,80.3,0,408,29
Hauts-Bassins (Bobo),2023,1,0.5,26.6,78.7,0,332,8
Hauts-Bassins (Bobo),2023,2,1.3,28.5,75.8,0,263,9
Hauts-Bassins (Bobo),2023,3,4.7,31.6,83.2,0,455,18
Hauts-Bassins (Bobo),2023,4,2.1,27.7,91.2,0,284,9
Hauts-Bassins (Bobo),2023,5,2.3,28.8,88.0,0,343,17
Hauts-Bassins (Bobo),2023,6,4.2,31.9,92.3,0,421,6
Hauts-Bassins (Bobo),2023,7,1.4,30.2,89.6,0,266,6
Hauts-Bassins (Bobo),2023,8,4.7,30.3,89.5,0,268,7
Hauts-Bassins (Bobo),2023,9,3.5,32.9,80.3,0,379,24
Hauts-Bassins (Bobo),2023,10,1.0,37.6,94.8,0,376,11
Hauts-Bassins (Bobo),2023,11,1.1,37.4,85.7,0,367,7
Hauts-Bassins (Bobo),2023,12,1.4,35.1,78.1,0,479,18
Hauts-Bassins (Bobo),2023,13,2.4,40.5,94.4,0,324,9
Hauts-Bassins (Bobo),2023,14,1.8,34.7,82.7,0,372,21
Hauts-Bassins (Bobo),2023,15,1.0,37.3,75.8,0,309,12
Hauts-Bassins (Bobo),2023,16,3.1,39.5,77.7,0,395,14
Hauts-Bassins (Bobo),2023,17,2.6,35.5,77.9,0,431,18
Hauts-Bassins (Bobo),2023,18,0.5,38.0,79.5,0,304,24
Hauts-Bassins (Bobo),2023,19,2.2,32.7,91.1,0,479,21
Hauts-Bassins (Bobo),2023,20,0.9,32.2,86.4,0,413,7
Hauts-Bassins (Bobo),2023,21,2.0,30.7,92.2,0,478,24
Hauts-Bassins (Bobo),2023,22,94.8,26.3,88.9,0,392,23
Hauts-Bassins (Bobo),2023,23,113.8,31.3,80.1,0,364,17
Hauts-Bassins (Bobo),2023,24,96.8,29.0,77.5,0,279,25
Hauts-Bassins (Bobo),2023,25,116.0,32.0,93.9,0,261,24
Hauts-Bassins (Bobo),2023,26,54.3,26.2,93.1,0,1450,9
Hauts-Bassins (Bobo),2023,27,21.7,25.8,94.4,0,1802,16
Hauts-Bassins (Bobo),2023,28,23.4,27.2,77.8,0,2249,23
Hauts-Bassins (Bobo),2023,29,21.6,27.7,80.2,0,1909,5
Hauts-Bassins (Bobo),2023,30,83.6,27.5,78.7,0,2229,29
Hauts-Bassins (Bobo),2023,31,42.9,27.7,90.8,0,2058,22
Hauts-Bassins (Bobo),2023,32,35.9,27.4,88.1,0,1984,22
Hauts-Bassins (Bobo),2023,33,109.1,32.5,76.7,0,2304,23
Hauts-Bassins (Bobo),2023,34,53.4,26.1,90.5,0,2202,19
Hauts-Bassins (Bobo),2023,35,70.7,29.6,87.1,0,1503,1220
Hauts-Bassins (Bobo),2023,36,80.0,32.2,76.5,0,1788,660
Hauts-Bassins (Bobo),2023,37,109.5,27.7,80.7,0,2200,1112
Hauts-Bassins (Bobo),2023,38,50.2,31.3,81.7,0,1969,1072
Hauts-Bassins (Bobo),2023,39,55.4,26.1,83.8,0,1710,1361
Hauts-Bassins (Bobo),2023,40,39.6,31.1,91.6,0,1606,879
Hauts-Bassins (Bobo),2023,41,3.4,29.4,83.4,0,2061,914
Hauts-Bassins (Bobo),2023,42,2.0,28.5,90.3,0,1512,526
Hauts-Bassins (Bobo),2023,43,1.3,25.2,89.6,0,2096,1118
Hauts-Bassins (Bobo),2023,44,0.1,30.6,86.4,0,1550,1003
Hauts-Bassins (Bobo),2023,45,4.8,27.3,75.1,0,1992,741
Hauts-Bassins (Bobo),2023,46,3.3,29.9,94.6,0,1691,1097
Hauts-Bassins (Bobo),2023,47,3.5,25.5,86.3,0,370,773
Hauts-Bassins (Bobo),2023,48,1.6,32.7,93.0,0,310,959
Hauts-Bassins (Bobo),2023,49,1.7,31.0,89.6,0,379,7
Hauts-Bassins (Bobo),2023,50,4.9,29.2,87.3,0,269,23
Hauts-Bassins (Bobo),2023,51,0.6,31.1,80.1,0,273,27
Hauts-Bassins (Bobo),2023,52,2.2,28.6,83.1,0,355,19
Hauts-Bassins (Bobo),2024,1,3.2,27.8,84.3,0,324,25
Hauts-Bassins (Bobo),2024,2,4.5,26.4,85.0,0,393,25
Hauts-Bassins (Bobo),2024,3,3.5,30.7,86.7,0,460,10
Hauts-Bassins (Bobo),2024,4,2.8,29.8,94.6,0,243,8
Hauts-Bassins (Bobo),2024,5,3.9,28.6,89.6,0,311,14
Hauts-Bassins (Bobo),2024,6,0.5,27.2,78.5,0,356,12
Hauts-Bassins (Bobo),2024,7,2.7,28.3,80.4,0,285,8
Hauts-Bassins (Bobo),2024,8,3.4,29.4,83.4,0,369,5
Hauts-Bassins (Bobo),2024,9,4.7,26.6,77.4,0,281,22
Hauts-Bassins (Bobo),2024,10,4.2,35.9,87.4,0,294,13
Hauts-Bassins (Bobo),2024,11,2.7,40.5,84.1,0,375,22
Hauts-Bassins (Bobo),2024,12,2.9,39.6,81.3,0,305,14
Hauts-Bassins (Bobo),2024,13,1.0,34.0,80.2,0,300,15
Hauts-Bassins (Bobo),2024,14,4.0,34.5,80.3,0,250,5
Hauts-Bassins (Bobo),2024,15,2.6,34.4,94.1,1,375,14
Hauts-Bassins (Bobo),2024,16,2.8,38.2,84.0,1,257,18
Hauts-Bassins (Bobo),2024,17,0.4,35.4,90.3,0,349,17
Hauts-Bassins (Bobo),2024,18,3.8,35.3,89.0,0,463,24
Hauts-Bassins (Bobo),2024,19,3.0,26.5,86.9,0,379,8
Hauts-Bassins (Bobo),2024,20,1.5,30.6,91.4,0,382,26
Hauts-Bassins (Bobo),2024,21,1.7,25.2,81.3,0,318,29
Hauts-Bassins (Bobo),2024,22,26.6,31.4,91.5,0,340,9
Hauts-Bassins (Bobo),2024,23,50.1,32.3,81.4,0,295,27
Hauts-Bassins (Bobo),2024,24,85.7,27.3,81.2,0,399,6
Hauts-Bassins (Bobo),2024,25,105.7,27.2,80.6,1,245,21
Hauts-Bassins (Bobo),2024,26,96.3,26.9,88.7,1,1549,23
Hauts-Bassins (Bobo),2024,27,28.4,26.1,90.0,0,1580,20
Hauts-Bassins (Bobo),2024,28,64.7,30.4,77.6,0,2220,18
Hauts-Bassins (Bobo),2024,29,96.3,27.4,91.9,0,2190,5
Hauts-Bassins (Bobo),2024,30,93.7,30.0,86.5,0,1695,13
Hauts-Bassins (Bobo),2024,31,66.7,26.4,86.5,0,1504,13
Hauts-Bassins (Bobo),2024,32,64.9,29.5,83.0,0,1917,24
Hauts-Bassins (Bobo),2024,33,111.4,29.4,85.9,0,2168,8
Hauts-Bassins (Bobo),2024,34,95.3,30.7,77.1,0,1621,18
Hauts-Bassins (Bobo),2024,35,50.5,27.6,79.3,0,1880,19
Hauts-Bassins (Bobo),2024,36,66.5,30.7,84.8,0,2096,26
Hauts-Bassins (Bobo),2024,37,42.6,31.0,94.2,0,2306,15
Hauts-Bassins (Bobo),2024,38,112.9,31.2,92.9,0,1374,270
Hauts-Bassins (Bobo),2024,39,99.3,29.3,83.7,0,1733,164
Hauts-Bassins (Bobo),2024,40,42.7,25.8,79.8,0,2093,374
Hauts-Bassins (Bobo),2024,41,4.9,32.2,82.1,0,2321,220
Hauts-Bassins (Bobo),2024,42,3.9,31.5,82.2,0,2071,249
Hauts-Bassins (Bobo),2024,43,1.9,31.3,94.7,0,1704,216
Hauts-Bassins (Bobo),2024,44,2.6,31.8,88.1,0,1371,274
Hauts-Bassins (Bobo),2024,45,4.1,31.1,78.2,0,2322,362
Hauts-Bassins (Bobo),2024,46,2.3,32.2,91.1,0,2039,231
Hauts-Bassins (Bobo),2024,47,2.9,26.9,76.9,0,442,12
Hauts-Bassins (Bobo),2024,48,5.0,26.6,75.9,0,241,17
Hauts-Bassins (Bobo),2024,49,2.3,27.5,82.5,0,302,11
Hauts-Bassins (Bobo),2024,50,4.7,27.3,77.7,0,431,12
Hauts-Bassins (Bobo),2024,51,2.4,31.3,91.2,0,411,15
Hauts-Bassins (Bobo),2024,52,2.5,32.2,93.5,0,390,16
Hauts-Bassins (Bobo),2025,1,3.0,26.3,84.0,0,258,23
Hauts-Bassins (Bobo),2025,2,2.5,27.1,86.2,0,296,28
Hauts-Bassins (Bobo),2025,3,2.1,25.5,92.8,0,446,12
Hauts-Bassins (Bobo),2025,4,2.9,26.4,82.2,0,309,20
Hauts-Bassins (Bobo),2025,5,0.4,26.3,92.7,0,411,5
Hauts-Bassins (Bobo),2025,6,4.4,25.4,77.2,0,361,26
Hauts-Bassins (Bobo),2025,7,3.4,31.1,95.0,0,434,11
Hauts-Bassins (Bobo),2025,8,0.3,31.2,75.9,0,278,9
Hauts-Bassins (Bobo),2025,9,4.5,28.2,93.0,0,369,16
Hauts-Bassins (Bobo),2025,10,1.9,36.5,84.9,0,263,28
Hauts-Bassins (Bobo),2025,11,1.3,37.6,81.8,0,294,22
Hauts-Bassins (Bobo),2025,12,2.7,40.4,79.3,0,356,7
Hauts-Bassins (Bobo),2025,13,3.5,40.1,83.5,0,406,18
Hauts-Bassins (Bobo),2025,14,0.4,36.7,86.3,0,390,23
Hauts-Bassins (Bobo),2025,15,3.3,37.5,84.1,1,454,26
Hauts-Bassins (Bobo),2025,16,2.5,40.5,75.9,1,445,13
Hauts-Bassins (Bobo),2025,17,2.4,35.5,78.5,0,333,20
Hauts-Bassins (Bobo),2025,18,3.7,34.2,76.1,0,233,24
Hauts-Bassins (Bobo),2025,19,4.5,32.1,87.8,0,412,14
Hauts-Bassins (Bobo),2025,20,4.3,30.0,85.2,0,421,6
Hauts-Bassins (Bobo),2025,21,2.9,28.2,75.2,0,262,29
Hauts-Bassins (Bobo),2025,22,97.1,25.1,80.6,0,378,15
Hauts-Bassins (Bobo),2025,23,29.9,28.2,86.7,0,393,14
Hauts-Bassins (Bobo),2025,24,113.4,29.4,93.6,0,304,10
Hauts-Bassins (Bobo),2025,25,102.7,28.3,89.1,1,328,17
Hauts-Bassins (Bobo),2025,26,88.7,26.2,93.6,1,1477,9
Hauts-Bassins (Bobo),2025,27,22.2,27.4,87.7,0,1444,21
Hauts-Bassins (Bobo),2025,28,113.5,31.4,88.1,0,1341,24
Hauts-Bassins (Bobo),2025,29,114.3,25.2,79.7,0,1947,22
Hauts-Bassins (Bobo),2025,30,115.0,31.6,88.7,0,2137,21
Hauts-Bassins (Bobo),2025,31,47.6,27.1,82.0,0,1693,13
Hauts-Bassins (Bobo),2025,32,89.5,32.0,84.8,0,2258,26
Hauts-Bassins (Bobo),2025,33,104.1,26.7,83.0,0,1709,8
Hauts-Bassins (Bobo),2025,34,111.4,28.3,81.9,0,2097,10
Hauts-Bassins (Bobo),2025,35,100.2,27.1,88.1,0,2101,10
Hauts-Bassins (Bobo),2025,36,82.7,32.1,83.3,0,1714,14
Hauts-Bassins (Bobo),2025,37,27.3,32.2,77.4,0,2111,28
Hauts-Bassins (Bobo),2025,38,107.6,30.9,93.2,0,1598,157
Hauts-Bassins (Bobo),2025,39,109.6,31.9,90.5,0,2164,181
Hauts-Bassins (Bobo),2025,40,74.7,25.0,77.5,0,1450,123
Hauts-Bassins (Bobo),2025,41,0.5,29.0,84.5,0,1582,169
Hauts-Bassins (Bobo),2025,42,1.1,31.1,79.7,0,1620,358
Hauts-Bassins (Bobo),2025,43,4.7,30.6,75.8,0,2195,255
Hauts-Bassins (Bobo),2025,44,3.6,25.2,79.3,0,2235,301
Hauts-Bassins (Bobo),2025,45,4.7,32.6,94.4,0,1880,393
Hauts-Bassins (Bobo),2025,46,3.0,32.6,89.4,0,2151,362
Hauts-Bassins (Bobo),2025,47,2.1,25.3,93.6,0,410,18
Hauts-Bassins (Bobo),2025,48,2.9,31.6,78.0,0,320,18
Hauts-Bassins (Bobo),2025,49,3.9,25.9,76.3,0,326,7
Hauts-Bassins (Bobo),2025,50,0.9,27.9,84.0,0,304,6
Hauts-Bassins (Bobo),2025,51,1.0,31.9,82.8,0,310,17
Hauts-Bassins (Bobo),2025,52,2.4,29.2,86.0,0,453,16
Hauts-Bassins (Bobo),2026,1,0.6,30.3,91.8,0,232,24
Hauts-Bassins (Bobo),2026,2,3.0,32.2,88.2,0,352,12
Hauts-Bassins (Bobo),2026,3,1.0,30.8,92.6,0,390,10
Hauts-Bassins (Bobo),2026,4,3.4,26.1,77.2,0,373,10
Hauts-Bassins (Bobo),2026,5,1.0,32.4,86.5,0,380,6
Hauts-Bassins (Bobo),2026,6,1.4,27.1,90.8,0,364,13
Hauts-Bassins (Bobo),2026,7,4.8,31.1,80.9,0,427,22
Hauts-Bassins (Bobo),2026,8,4.4,30.0,84.5,0,388,22
Hauts-Bassins (Bobo),2026,9,2.4,29.4,76.4,0,329,24
Hauts-Bassins (Bobo),2026,10,3.4,40.6,83.1,0,371,28
Hauts-Bassins (Bobo),2026,11,2.5,37.4,90.1,0,250,23
Hauts-Bassins (Bobo),2026,12,1.9,40.4,89.3,0,400,10
Hauts-Bassins (Bobo),2026,13,1.7,38.6,88.8,0,327,24
Hauts-Bassins (Bobo),2026,14,1.4,34.5,93.8,0,280,18
Hauts-Bassins (Bobo),2026,15,0.1,34.4,93.5,1,240,12
Hauts-Bassins (Bobo),2026,16,2.5,38.0,85.5,1,273,15
Hauts-Bassins (Bobo),2026,17,3.5,37.6,81.5,0,404,27
Hauts-Bassins (Bobo),2026,18,0.6,38.5,90.4,0,398,7
Hauts-Bassins (Bobo),2026,19,1.6,29.4,83.5,0,307,20
Hauts-Bassins (Bobo),2026,20,2.1,28.8,92.1,0,257,27
Hauts-Bassins (Bobo),2026,21,1.2,31.7,86.1,0,350,11
Hauts-Bassins (Bobo),2026,22,43.7,29.1,81.4,0,236,7
Hauts-Bassins (Bobo),2026,23,76.5,30.7,88.1,0,302,27
Hauts-Bassins (Bobo),2026,24,108.3,29.5,90.2,0,260,11
Hauts-Bassins (Bobo),2026,25,108.3,28.9,82.3,1,386,15
Hauts-Bassins (Bobo),2026,26,26.4,29.4,94.8,1,1746,28
Hauts-Bassins (Bobo),2026,27,74.3,26.1,90.4,0,2096,24
Hauts-Bassins (Bobo),2026,28,53.3,27.6,92.9,0,2002,7
Hauts-Bassins (Bobo),2026,29,33.6,25.5,86.9,0,2143,22
Hauts-Bassins (Bobo),2026,30,30.1,31.8,80.0,0,2125,10
Hauts-Bassins (Bobo),2026,31,96.8,26.9,87.7,0,1960,20
Hauts-Bassins (Bobo),2026,32,117.1,31.9,76.9,0,1609,8
Hauts-Bassins (Bobo),2026,33,88.9,26.3,88.4,0,1614,16
Hauts-Bassins (Bobo),2026,34,85.1,28.9,84.7,0,2019,22
Hauts-Bassins (Bobo),2026,35,34.6,27.3,94.6,0,1340,18
Hauts-Bassins (Bobo),2026,36,97.2,26.6,79.4,0,1786,24
Hauts-Bassins (Bobo),2026,37,30.2,30.2,75.1,0,1342,29
Hauts-Bassins (Bobo),2026,38,65.4,25.1,84.6,0,1434,133
Hauts-Bassins (Bobo),2026,39,76.9,32.5,90.7,0,1890,360
Hauts-Bassins (Bobo),2026,40,93.2,31.2,77.3,0,1857,386
Hauts-Bassins (Bobo),2026,41,3.1,31.8,88.7,0,1481,243
Hauts-Bassins (Bobo),2026,42,4.5,29.0,81.4,0,1810,175
Hauts-Bassins (Bobo),2026,43,1.8,28.1,91.7,0,1485,329
Hauts-Bassins (Bobo),2026,44,4.5,30.4,84.9,0,2056,155
Hauts-Bassins (Bobo),2026,45,1.9,32.8,80.6,0,1621,245
Hauts-Bassins (Bobo),2026,46,3.6,25.4,79.7,0,1681,342
Hauts-Bassins (Bobo),2026,47,1.4,30.4,79.1,0,347,16
Hauts-Bassins (Bobo),2026,48,2.4,28.2,77.4,0,345,5
Hauts-Bassins (Bobo),2026,49,1.0,29.7,84.0,0,323,25
Hauts-Bassins (Bobo),2026,50,1.3,29.4,76.4,0,239,18
