region,annee,semaine_epi,pluviometrie_mm,temperature_moy_c,taux_couverture_milda,campagne_vaccinale_active,cas_paludisme,cas_dengue,date_approx,mois,saison
Centre (Ouaga),2020,52,-0.6895980322316664,-0.9114226064666247,-0.3827753576496821,0,336,29,2020-12-28,12,Sèche
Centre (Ouaga),2021,1,-0.6106116505044415,0.1644715837307938,-0.46957465380248753,0,488,23,2021-01-04,1,Sèche
Centre (Ouaga),2021,2,-0.7008818010498412,0.13885505539275966,-0.5216542314941703,0,358,21,2021-01-11,1,Sèche
Centre (Ouaga),2021,3,-0.6021488238908103,-1.0907383048328607,-0.1918169061135087,0,275,24,2021-01-18,1,Sèche
Centre (Ouaga),2021,4,-0.6557467257771414,-0.6552573230862871,0.5372971815700549,0,390,19,2021-01-25,1,Sèche
Centre (Ouaga),2021,5,-0.6021488238908103,-0.6552573230862871,0.27689929311163863,0,273,13,2021-02-01,2,Sèche
Centre (Ouaga),2021,6,-0.6218954193226165,0.3950203387730972,-1.5632457853278354,0,465,17,2021-02-08,2,Sèche
Centre (Ouaga),2021,7,-0.6360001303453352,0.3950203387730972,1.0060133807952047,0,280,16,2021-02-15,2,Sèche
Centre (Ouaga),2021,8,-0.638821072549879,0.523102980463266,0.6067366184923002,0,480,29,2021-02-22,2,Sèche
Centre (Ouaga),2021,9,-0.6839561478225789,-1.270054003199097,1.3184908469453038,0,252,18,2021-03-01,3,Sèche
Centre (Ouaga),2021,10,-0.5824022284590041,1.7783128690269197,1.3011309877147437,0,501,21,2021-03-08,3,Sèche
Centre (Ouaga),2021,11,-0.6726723790044038,1.7526963406888856,0.5893767592617402,0,367,22,2021-03-15,3,Sèche
Centre (Ouaga),2021,12,-0.5739394018453728,0.9073509055337724,-0.0008584545773377481,0,260,24,2021-03-22,3,Sèche
Centre (Ouaga),2021,13,-0.6331791881407914,1.4196814722944475,-0.8862112753359521,0,282,6,2021-03-29,3,Sèche
Centre (Ouaga),2021,14,-0.6952399166407538,1.9320120390551225,0.6067366184923002,0,292,9,2021-04-05,4,Sèche
Centre (Ouaga),2021,15,-0.5824022284590041,0.9585839622098405,0.06858098234490759,0,262,5,2021-04-12,4,Sèche
Centre (Ouaga),2021,16,-0.5795812862544604,0.9329674338718065,-0.03557817303846041,0,388,18,2021-04-19,4,Sèche
Centre (Ouaga),2021,17,-0.6472838991635101,2.0857112090833256,0.15538027849771302,0,487,6,2021-04-26,4,Sèche
Centre (Ouaga),2021,18,-0.6472838991635101,1.2403657739282106,-0.8514915568748319,0,416,7,2021-05-03,5,Pluvieuse
Centre (Ouaga),2021,19,-0.6529257835725977,0.6511856221534348,1.1796119731008157,0,494,11,2021-05-10,5,Pluvieuse
Centre (Ouaga),2021,20,-0.5795812862544604,0.03638894204062502,-1.0250901491804427,0,483,17,2021-05-17,5,Pluvieuse
Centre (Ouaga),2021,21,-0.627537303731704,-1.0138887198187594,-1.6847647999417636,0,261,15,2021-05-24,5,Pluvieuse
Centre (Ouaga),2021,22,1.2681358577216906,0.3694038104350631,1.7351274684787708,0,308,11,2021-05-31,5,Pluvieuse
Centre (Ouaga),2021,23,2.424722161584625,-0.06607717131151056,0.5546570408006175,0,386,24,2021-06-07,6,Pluvieuse
Centre (Ouaga),2021,24,0.4613463872221805,-0.21977634133971255,-1.1986887414860536,0,440,18,2021-06-14,6,Pluvieuse
Centre (Ouaga),2021,25,0.4698092138358117,-1.1675878898469623,-1.2507683191777363,0,291,26,2021-06-21,6,Pluvieuse
Centre (Ouaga),2021,26,1.1750447649717473,-0.7064903797623544,-0.6952528237997811,0,2262,5,2021-06-28,6,Pluvieuse
Centre (Ouaga),2021,27,0.39646471651767456,-1.270054003199097,1.4747295800203546,0,2055,27,2021-07-05,7,Pluvieuse
Centre (Ouaga),2021,28,0.25541760629048743,-0.8858060781285906,-1.5458859260972753,0,2180,15,2021-07-12,7,Pluvieuse
Centre (Ouaga),2021,29,0.7885756829492547,-1.2444374748610627,-0.05293803226902051,0,2423,25,2021-07-19,7,Pluvieuse
Centre (Ouaga),2021,30,0.1651474557450876,-1.1419713615089282,-1.3028478968694193,0,1654,23,2021-07-26,7,Pluvieuse
Centre (Ouaga),2021,31,0.3033736237677309,0.010772413702590895,-0.03557817303846041,0,1771,24,2021-08-02,8,Pluvieuse
Centre (Ouaga),2021,32,0.1510427447223689,0.21570464040686113,-0.6778929645692211,0,1936,13,2021-08-09,8,Pluvieuse
Centre (Ouaga),2021,33,0.4951976936767055,-1.1932044181849955,-0.8862112753359521,0,2329,13,2021-08-16,8,Pluvieuse
Centre (Ouaga),2021,34,0.45852544501763676,-1.3212870598751643,-1.6847647999417636,0,1764,22,2021-08-23,8,Pluvieuse
Centre (Ouaga),2021,35,1.6884562461987083,-0.629640794748253,-1.2334084599471737,0,1623,8,2021-08-30,8,Pluvieuse
Centre (Ouaga),2021,36,1.4458552166079466,0.010772413702590895,-1.285488037638859,0,2169,29,2021-09-06,9,Pluvieuse
Centre (Ouaga),2021,37,0.024100345517900485,-0.040460642973476436,1.0060133807952047,0,1812,11,2021-09-13,9,Pluvieuse
Centre (Ouaga),2021,38,-0.0012881343229931561,-1.1675878898469623,1.6656880315565255,0,2436,178,2021-09-20,9,Pluvieuse
Centre (Ouaga),2021,39,1.0565651923809103,-1.116354833170894,1.196971832331378,0,1515,216,2021-09-27,9,Pluvieuse
Centre (Ouaga),2021,40,1.3048081063807595,-0.5527912097341515,-1.7194845184028862,0,2011,331,2021-10-04,10,Pluvieuse
Centre (Ouaga),2021,41,-0.6021488238908103,-0.6552573230862871,1.3879302838675491,0,2268,205,2021-10-11,10,Pluvieuse
Centre (Ouaga),2021,42,-0.6134325927089853,-0.937039134804658,-1.4243669114833473,0,1671,368,2021-10-18,10,Pluvieuse
Centre (Ouaga),2021,43,-0.6360001303453352,-0.5015581530580843,0.762975351567351,0,1805,315,2021-10-25,10,Pluvieuse
Centre (Ouaga),2021,44,-0.6783142634134913,-0.3222424546918481,1.683047890787088,0,2015,142,2021-11-01,11,Sèche
Centre (Ouaga),2021,45,-0.6247163615271603,-0.5527912097341515,-1.47644648917503,0,2353,177,2021-11-08,11,Sèche
Centre (Ouaga),2021,46,-0.7037027432543851,-0.9882721914807252,-0.3480556391885595,0,1945,309,2021-11-15,11,Sèche
Centre (Ouaga),2021,47,-0.6670304945953164,-0.2710093980157808,0.8671345069507166,0,271,6,2021-11-22,11,Sèche
Centre (Ouaga),2021,48,-0.6247163615271603,0.11323852705472555,0.3289788708033239,0,371,6,2021-11-29,11,Sèche
Centre (Ouaga),2021,49,-0.6698514367998601,0.4718699237871978,1.144892254639693,0,403,6,2021-12-06,12,Sèche
Centre (Ouaga),2021,50,-0.638821072549879,-0.629640794748253,-0.9903704307193201,0,350,9,2021-12-13,12,Sèche
Centre (Ouaga),2021,51,-0.69241897443621,0.2925542254209626,-1.1292493045638083,0,261,11,2021-12-20,12,Sèche
Centre (Ouaga),2021,52,-0.6557467257771414,-1.295670531537131,1.4400098615592318,0,457,17,2021-12-27,12,Sèche
Centre (Ouaga),2022,1,-0.6247163615271603,-0.8345730214525232,1.0060133807952047,0,260,23,2022-01-03,1,Sèche
Centre (Ouaga),2022,2,-0.7008818010498412,-0.4503250963820169,1.4573697207897944,0,491,18,2022-01-10,1,Sèche
Centre (Ouaga),2022,3,-0.5880441128680916,0.06200547037865822,-0.20917676534407126,0,331,8,2022-01-17,1,Sèche
Centre (Ouaga),2022,4,-0.6247163615271603,-0.937039134804658,-0.556373949955293,0,380,5,2022-01-24,1,Sèche
Centre (Ouaga),2022,5,-0.6021488238908103,0.010772413702590895,-1.5806056445583956,0,367,26,2022-01-31,1,Sèche
Centre (Ouaga),2022,6,-0.6218954193226165,0.4462533954491655,1.3532105654064264,0,393,29,2022-02-07,2,Sèche
Centre (Ouaga),2022,7,-0.6218954193226165,-0.6808738514243203,-1.6847647999417636,0,262,15,2022-02-14,2,Sèche
Centre (Ouaga),2022,8,-0.6754933212089477,-1.2444374748610627,-1.6500450814806409,0,450,6,2022-02-21,2,Sèche
Centre (Ouaga),2022,9,-0.6303582459362477,0.4974864521252319,1.5268091577120373,0,446,19,2022-02-28,2,Sèche
Centre (Ouaga),2022,10,-0.5739394018453728,1.5989971706606845,-0.8688514161053921,0,331,21,2022-03-07,3,Sèche
Centre (Ouaga),2022,11,-0.5795812862544604,1.2915988306042787,-1.285488037638859,0,476,13,2022-03-14,3,Sèche
Centre (Ouaga),2022,12,-0.69241897443621,2.469959134153832,0.346338730033884,0,370,9,2022-03-21,3,Sèche
Centre (Ouaga),2022,13,-0.6190744771180727,1.4709145289705157,0.9886535215646446,0,256,5,2022-03-28,3,Sèche
Centre (Ouaga),2022,14,-0.6783142634134913,1.16351618891411,0.6067366184923002,0,317,27,2022-04-04,4,Sèche
Centre (Ouaga),2022,15,-0.6190744771180727,2.5980417758440004,0.1727401377282731,0,469,25,2022-04-11,4,Sèche
Centre (Ouaga),2022,16,-0.5795812862544604,2.034478152407257,-1.45908662994447,0,465,7,2022-04-18,4,Sèche
Centre (Ouaga),2022,17,-0.5965069394817228,1.9320120390551225,-0.6952528237997811,0,270,16,2022-04-25,4,Sèche
Centre (Ouaga),2022,18,-0.638821072549879,1.9576285673931568,-0.3654154984191196,0,418,23,2022-05-02,5,Pluvieuse
Centre (Ouaga),2022,19,-0.6416420147544227,-0.2710093980157808,0.1900999969588332,0,450,11,2022-05-09,5,Pluvieuse
Centre (Ouaga),2022,20,-0.6472838991635101,-0.7577234364384218,-1.5111662076361527,0,253,13,2022-05-16,5,Pluvieuse
Centre (Ouaga),2022,21,-0.5880441128680916,-1.0907383048328607,-0.07029789149958307,0,264,23,2022-05-23,5,Pluvieuse
Centre (Ouaga),2022,22,0.08051918960877533,-0.8601895497905564,0.033861263883784916,0,444,7,2022-05-30,5,Pluvieuse
Centre (Ouaga),2022,23,-0.06899074723204303,-0.6808738514243203,-1.3722873337916646,0,281,8,2022-06-06,6,Pluvieuse
Centre (Ouaga),2022,24,0.11437049606330021,-1.2188209465230295,1.266411269253621,0,352,7,2022-06-13,6,Pluvieuse
Centre (Ouaga),2022,25,1.3894363725170717,-0.8345730214525232,0.016501404653222352,0,333,6,2022-06-20,6,Pluvieuse
Centre (Ouaga),2022,26,0.8534573536537606,0.03638894204062502,1.5962485946342826,0,1799,29,2022-06-27,6,Pluvieuse
Centre (Ouaga),2022,27,1.888743142721314,-0.24539286967774668,-0.5216542314941703,0,1608,6,2022-07-04,7,Pluvieuse
Centre (Ouaga),2022,28,0.47827204044944305,0.3437872820970299,-1.285488037638859,0,2048,24,2022-07-11,7,Pluvieuse
Centre (Ouaga),2022,29,0.424674138563112,-0.8858060781285906,0.4504978854172495,0,2402,28,2022-07-18,7,Pluvieuse
Centre (Ouaga),2022,30,0.971936926244598,-0.8601895497905564,-0.9382908530276374,0,1706,10,2022-07-25,7,Pluvieuse
Centre (Ouaga),2022,31,0.47545109824489923,-0.24539286967774668,-1.5806056445583956,0,1787,14,2022-08-01,8,Pluvieuse
Centre (Ouaga),2022,32,0.9973254060854915,0.24132116874489434,-0.40013521688024223,0,1495,15,2022-08-08,8,Pluvieuse
Centre (Ouaga),2022,33,2.461394410243694,-0.5784077380721857,1.1275323954091327,0,2356,26,2022-08-15,8,Pluvieuse
Centre (Ouaga),2022,34,2.0467159061757636,-1.1675878898469623,-1.0771697268721256,0,2134,26,2022-08-22,8,Pluvieuse
Centre (Ouaga),2022,35,2.5826949250390747,0.010772413702590895,-0.2786162022663141,0,2033,7,2022-08-29,8,Pluvieuse
Centre (Ouaga),2022,36,1.7928311077668269,-0.7577234364384218,0.27689929311163863,0,2145,12,2022-09-05,9,Pluvieuse
Centre (Ouaga),2022,37,1.58408138463059,-0.8601895497905564,1.0407330992563273,0,2031,22,2022-09-12,9,Pluvieuse
Centre (Ouaga),2022,38,1.6405002287214647,-0.5784077380721857,1.0060133807952047,0,1442,131,2022-09-19,9,Pluvieuse
Centre (Ouaga),2022,39,1.3584060082670903,0.42063686711113135,1.07545281771745,0,2193,373,2022-09-26,9,Pluvieuse
Centre (Ouaga),2022,40,2.1454488833347947,-0.296625926353814,-1.3375676153305418,0,1527,363,2022-10-03,10,Pluvieuse
Centre (Ouaga),2022,41,-0.7065236854589287,0.3694038104350631,-0.9035711345665147,0,2391,184,2022-10-10,10,Pluvieuse
Centre (Ouaga),2022,42,-0.6585676679816851,-0.6040242664102189,-1.5458859260972753,0,2194,170,2022-10-17,10,Pluvieuse
Centre (Ouaga),2022,43,-0.6077907082998978,-1.3725201165512315,0.5199373223394949,0,2392,346,2022-10-24,10,Pluvieuse
Centre (Ouaga),2022,44,-0.5993278816862666,0.24132116874489434,-1.6153253630195181,0,2236,329,2022-10-31,10,Pluvieuse
Centre (Ouaga),2022,45,-0.5965069394817228,0.6511856221534348,0.7108957738756658,0,2067,240,2022-11-07,11,Sèche
Centre (Ouaga),2022,46,-0.5965069394817228,-0.962655663142692,-0.5216542314941703,0,2386,357,2022-11-14,11,Sèche
Centre (Ouaga),2022,47,-0.5993278816862666,-0.8601895497905564,-0.48693451303304763,0,287,18,2022-11-21,11,Sèche
Centre (Ouaga),2022,48,-0.5965069394817228,-1.2188209465230295,-0.747332401491464,0,347,15,2022-11-28,11,Sèche
Centre (Ouaga),2022,49,-0.5795812862544604,0.6255690938154007,-0.0008584545773377481,0,310,11,2022-12-05,12,Sèche
Centre (Ouaga),2022,50,-0.638821072549879,0.4718699237871978,1.3879302838675491,0,451,8,2022-12-12,12,Sèche
Centre (Ouaga),2022,51,-0.6980608588452976,0.11323852705472555,-0.8514915568748319,0,426,10,2022-12-19,12,Sèche
Centre (Ouaga),2022,52,-0.6670304945953164,0.010772413702590895,-0.3827753576496821,0,487,19,2022-12-26,12,Sèche
Centre (Ouaga),2023,1,-0.5908650550726353,-0.783339964776456,1.3879302838675491,0,290,19,2023-01-02,1,Sèche
Centre (Ouaga),2023,2,-0.5965069394817228,-0.5015581530580843,1.5441690169426,0,450,7,2023-01-09,1,Sèche
Centre (Ouaga),2023,3,-0.7037027432543851,-0.1685432846636452,0.8844943661812766,0,278,28,2023-01-16,1,Sèche
Centre (Ouaga),2023,4,-0.5795812862544604,0.3437872820970299,-0.07029789149958307,0,336,19,2023-01-23,1,Sèche
Centre (Ouaga),2023,5,-0.6783142634134913,-0.3222424546918481,-1.0424500084110029,0,406,9,2023-01-30,1,Sèche
Centre (Ouaga),2023,6,-0.5824022284590041,0.3437872820970299,-0.7126126830303413,0,328,7,2023-02-06,2,Sèche
Centre (Ouaga),2023,7,-0.6726723790044038,-0.1685432846636452,0.4504978854172495,0,349,5,2023-02-13,2,Sèche
Centre (Ouaga),2023,8,-0.6472838991635101,-1.0395052481567935,-0.9382908530276374,0,358,7,2023-02-20,2,Sèche
Centre (Ouaga),2023,9,-0.6021488238908103,-0.9882721914807252,-0.12237746919126584,0,448,8,2023-02-27,2,Sèche
Centre (Ouaga),2023,10,-0.5739394018453728,1.16351618891411,0.10330070080602778,0,466,20,2023-03-06,3,Sèche
Centre (Ouaga),2023,11,-0.69241897443621,2.3418764924636633,0.48521760387837215,0,467,20,2023-03-13,3,Sèche
Centre (Ouaga),2023,12,-0.7093446276634725,2.2650269074495606,0.38105844849500664,0,401,24,2023-03-20,3,Sèche
Centre (Ouaga),2023,13,-0.6106116505044415,1.983245095731191,-1.3896471930222245,0,349,13,2023-03-27,3,Sèche
Centre (Ouaga),2023,14,-0.627537303731704,2.2650269074495606,-1.1292493045638083,0,476,8,2023-04-03,4,Sèche
Centre (Ouaga),2023,15,-0.6529257835725977,2.136944265759392,0.6240964777228604,0,399,6,2023-04-10,4,Sèche
Centre (Ouaga),2023,16,-0.6726723790044038,2.4443426058157978,-1.3722873337916646,0,446,24,2023-04-17,4,Sèche
Centre (Ouaga),2023,17,-0.6416420147544227,1.4196814722944475,0.25953943388107853,0,430,12,2023-04-24,4,Sèche
Centre (Ouaga),2023,18,-0.6811352056180351,2.0857112090833256,0.4504978854172495,0,459,28,2023-05-01,5,Pluvieuse
Centre (Ouaga),2023,19,-0.6952399166407538,0.21570464040686113,-0.3827753576496821,0,288,11,2023-05-08,5,Pluvieuse
Centre (Ouaga),2023,20,-0.6106116505044415,-0.34785898302988133,0.6067366184923002,0,408,18,2023-05-15,5,Pluvieuse
Centre (Ouaga),2023,21,-0.7008818010498412,-1.270054003199097,0.346338730033884,0,455,18,2023-05-22,5,Pluvieuse
Centre (Ouaga),2023,22,1.5304834827442588,-0.09169369964954377,-0.2786162022663141,0,356,21,2023-05-29,5,Pluvieuse
Centre (Ouaga),2023,23,1.3217337596080219,0.5743360371393342,-1.47644648917503,0,430,11,2023-06-05,6,Pluvieuse
Centre (Ouaga),2023,24,2.2498237449029133,-0.19415981300167934,0.346338730033884,0,406,13,2023-06-12,6,Pluvieuse
Centre (Ouaga),2023,25,2.6588603645617557,-0.8345730214525232,0.38105844849500664,0,353,26,2023-06-19,6,Pluvieuse
Centre (Ouaga),2023,26,0.7349777810629237,0.6255690938154007,1.0580929584868874,0,2326,17,2023-06-26,6,Pluvieuse
Centre (Ouaga),2023,27,-0.04642320959569307,0.2925542254209626,-0.8688514161053921,0,1608,5,2023-07-03,7,Pluvieuse
Centre (Ouaga),2023,28,1.8266824142213518,-0.6552573230862871,-0.3480556391885595,0,1642,20,2023-07-10,7,Pluvieuse
Centre (Ouaga),2023,29,0.14257991810873763,-0.5271746813961183,-0.6084535276469758,0,1833,9,2023-07-17,7,Pluvieuse
Centre (Ouaga),2023,30,1.1129840364717847,0.190088112068827,0.48521760387837215,0,1734,23,2023-07-24,7,Pluvieuse
Centre (Ouaga),2023,31,1.5389463093578901,0.3181707537589958,1.7004077500176482,0,2060,10,2023-07-31,7,Pluvieuse
Centre (Ouaga),2023,32,1.3132709329943908,-0.296625926353814,1.6136084538648428,0,2015,11,2023-08-07,8,Pluvieuse
Centre (Ouaga),2023,33,1.1299096896990475,-0.06607717131151056,0.48521760387837215,0,1963,7,2023-08-14,8,Pluvieuse
Centre (Ouaga),2023,34,2.379587086311925,-0.014844114635443224,0.9365739438729619,0,1939,8,2023-08-21,8,Pluvieuse
Centre (Ouaga),2023,35,2.063641559403026,-0.3990920397059496,0.39841830772556674,0,1441,531,2023-08-28,8,Pluvieuse
Centre (Ouaga),2023,36,2.625009058107231,-0.11731022798757788,0.05122112311434501,0,1745,1112,2023-09-04,9,Pluvieuse
Centre (Ouaga),2023,37,1.6602468241532709,-0.24539286967774668,-0.2959760614968767,0,2144,1479,2023-09-11,9,Pluvieuse
Centre (Ouaga),2023,38,0.1820731089723501,0.11323852705472555,1.5268091577120373,0,1832,1012,2023-09-18,9,Pluvieuse
Centre (Ouaga),2023,39,2.2893169357665255,-0.4503250963820169,0.7456154923367885,0,1680,723,2023-09-25,9,Pluvieuse
Centre (Ouaga),2023,40,2.557306445198181,-1.0138887198187594,-0.018218313807897846,0,1664,649,2023-10-02,10,Pluvieuse
Centre (Ouaga),2023,41,-0.5936859972771792,0.5487195088013002,-0.1744570468829486,0,2199,799,2023-10-09,10,Pluvieuse
Centre (Ouaga),2023,42,-0.6247163615271603,0.21570464040686113,1.2837711284841835,0,2156,482,2023-10-16,10,Pluvieuse
Centre (Ouaga),2023,43,-0.6444629569589664,-1.2188209465230295,1.6309683130954054,0,1713,1393,2023-10-23,10,Pluvieuse
Centre (Ouaga),2023,44,-0.5993278816862666,0.4974864521252319,-1.0250901491804427,0,1854,1057,2023-10-30,10,Pluvieuse
Centre (Ouaga),2023,45,-0.6106116505044415,-0.6040242664102189,1.1275323954091327,0,2147,1181,2023-11-06,11,Sèche
Centre (Ouaga),2023,46,-0.6698514367998601,-0.629640794748253,-1.4417267707139074,0,1630,1208,2023-11-13,11,Sèche
Centre (Ouaga),2023,47,-0.6867770900271225,-0.9114226064666247,0.2942591523422012,0,386,1149,2023-11-20,11,Sèche
Centre (Ouaga),2023,48,-0.6303582459362477,-0.3990920397059496,0.3289788708033239,0,319,1034,2023-11-27,11,Sèche
Centre (Ouaga),2023,49,-0.6698514367998601,0.08762199871669235,-1.47644648917503,0,329,5,2023-12-04,12,Sèche
Centre (Ouaga),2023,50,-0.6839561478225789,-0.7321069081003877,0.10330070080602778,0,417,11,2023-12-11,12,Sèche
Centre (Ouaga),2023,51,-0.7065236854589287,-0.5784077380721857,0.20745985618939577,0,377,16,2023-12-18,12,Sèche
Centre (Ouaga),2023,52,-0.638821072549879,-0.5015581530580843,0.5199373223394949,0,431,9,2023-12-25,12,Sèche
Centre (Ouaga),2024,1,-0.5767603440499166,-0.6808738514243203,0.6935359146451057,0,439,21,2024-01-01,1,Sèche
Centre (Ouaga),2024,2,-0.627537303731704,0.13885505539275966,-0.7126126830303413,0,393,11,2024-01-08,1,Sèche
Centre (Ouaga),2024,3,-0.6529257835725977,0.5743360371393342,-1.1986887414860536,0,435,15,2024-01-15,1,Sèche
Centre (Ouaga),2024,4,-0.6670304945953164,0.4718699237871978,-0.46957465380248753,0,458,21,2024-01-22,1,Sèche
Centre (Ouaga),2024,5,-0.6895980322316664,-0.7321069081003877,1.7004077500176482,0,284,25,2024-01-29,1,Sèche
Centre (Ouaga),2024,6,-0.661388610186229,0.03638894204062502,-0.1744570468829486,0,429,5,2024-02-05,2,Sèche
Centre (Ouaga),2024,7,-0.5908650550726353,-0.296625926353814,1.266411269253621,0,235,29,2024-02-12,2,Sèche
Centre (Ouaga),2024,8,-0.6218954193226165,-0.5784077380721857,0.4331380261866894,0,404,12,2024-02-19,2,Sèche
Centre (Ouaga),2024,9,-0.604969766095354,-0.1685432846636452,-0.6258133868775358,0,236,5,2024-02-26,2,Sèche
Centre (Ouaga),2024,10,-0.604969766095354,2.136944265759392,1.144892254639693,0,451,23,2024-03-04,3,Sèche
Centre (Ouaga),2024,11,-0.5711184596408291,1.5989971706606845,-1.6500450814806409,0,396,20,2024-03-11,3,Sèche
Centre (Ouaga),2024,12,-0.6472838991635101,1.983245095731191,1.56152887617316,0,245,14,2024-03-18,3,Sèche
Centre (Ouaga),2024,13,-0.6077907082998978,1.9063955107170885,0.06858098234490759,0,419,26,2024-03-25,3,Sèche
Centre (Ouaga),2024,14,-0.6021488238908103,1.1378996605760758,1.7351274684787708,0,432,16,2024-04-01,4,Sèche
Centre (Ouaga),2024,15,-0.6867770900271225,2.3162599641256287,-0.10501760996070328,1,303,21,2024-04-08,4,Sèche
Centre (Ouaga),2024,16,-0.6952399166407538,1.829545925702988,0.24217957465051843,1,392,14,2024-04-15,4,Sèche
Centre (Ouaga),2024,17,-0.616253534913529,2.623658304182035,-0.48693451303304763,0,239,18,2024-04-22,4,Sèche
Centre (Ouaga),2024,18,-0.6839561478225789,1.7270798123508533,-0.6258133868775358,0,326,21,2024-04-29,4,Sèche
Centre (Ouaga),2024,19,-0.6218954193226165,-1.0138887198187594,-0.0008584545773377481,0,301,24,2024-05-06,5,Pluvieuse
Centre (Ouaga),2024,20,-0.6895980322316664,-0.2710093980157808,-1.1639690230249309,0,440,29,2024-05-13,5,Pluvieuse
Centre (Ouaga),2024,21,-0.7008818010498412,-1.3469035882131983,-0.6605331053386585,0,359,17,2024-05-20,5,Pluvieuse
Centre (Ouaga),2024,22,2.5375598497663745,0.03638894204062502,-1.5979655037889582,0,430,28,2024-05-27,5,Pluvieuse
Centre (Ouaga),2024,23,0.7857547407447109,-0.142926756325612,0.9192140846423993,0,450,16,2024-06-03,6,Pluvieuse
Centre (Ouaga),2024,24,0.577005017608474,0.5487195088013002,0.762975351567351,0,254,5,2024-06-10,6,Pluvieuse
Centre (Ouaga),2024,25,2.097492865857551,0.26693769708292847,-0.6605331053386585,1,304,13,2024-06-17,6,Pluvieuse
Centre (Ouaga),2024,26,0.5205861735175992,0.4974864521252319,1.1275323954091327,1,2247,9,2024-06-24,6,Pluvieuse
Centre (Ouaga),2024,27,0.9239809087673543,-0.42470856804398277,-1.181328882255491,0,1835,10,2024-07-01,7,Pluvieuse
Centre (Ouaga),2024,28,2.424722161584625,-0.3990920397059496,-0.0008584545773377481,0,1667,21,2024-07-08,7,Pluvieuse
Centre (Ouaga),2024,29,1.8859222005167704,-0.5527912097341515,-1.059809867641563,0,1842,25,2024-07-15,7,Pluvieuse
Centre (Ouaga),2024,30,0.4190322541540244,-0.8089564931144891,0.016501404653222352,0,1591,25,2024-07-22,7,Pluvieuse
Centre (Ouaga),2024,31,1.2568520889035157,-0.9114226064666247,-1.0945295861026856,0,1566,23,2024-07-29,7,Pluvieuse
Centre (Ouaga),2024,32,0.9747578684491416,-1.116354833170894,1.7177676092482108,0,1780,16,2024-08-05,8,Pluvieuse
Centre (Ouaga),2024,33,0.21028253101778752,-0.6040242664102189,-1.3722873337916646,0,1536,13,2024-08-12,8,Pluvieuse
Centre (Ouaga),2024,34,2.4134383927664502,-0.962655663142692,0.9539338031035219,0,2099,23,2024-08-19,8,Pluvieuse
Centre (Ouaga),2024,35,0.653170457131155,-1.0651217764948266,1.1275323954091327,0,2074,6,2024-08-26,8,Pluvieuse
Centre (Ouaga),2024,36,0.7349777810629237,-0.5527912097341515,0.033861263883784916,0,1889,28,2024-09-02,9,Pluvieuse
Centre (Ouaga),2024,37,1.9846551776758012,0.1644715837307938,-0.13973732842182593,0,1916,21,2024-09-09,9,Pluvieuse
Centre (Ouaga),2024,38,0.938085619790073,-0.3990920397059496,0.5546570408006175,0,1811,239,2024-09-16,9,Pluvieuse
Centre (Ouaga),2024,39,1.3414803550398282,-1.3725201165512315,0.658816196183983,0,1845,280,2024-09-23,9,Pluvieuse
Centre (Ouaga),2024,40,2.263928455925632,-1.3725201165512315,-0.6258133868775358,0,2336,160,2024-09-30,9,Pluvieuse
Centre (Ouaga),2024,41,-0.6698514367998601,-1.1932044181849955,-0.3654154984191196,0,1792,200,2024-10-07,10,Pluvieuse
Centre (Ouaga),2024,42,-0.6783142634134913,-1.0907383048328607,-1.1466091637943685,0,2322,266,2024-10-14,10,Pluvieuse
Centre (Ouaga),2024,43,-0.6134325927089853,-0.5271746813961183,-0.8341316976442694,0,1425,357,2024-10-21,10,Pluvieuse
Centre (Ouaga),2024,44,-0.6811352056180351,0.03638894204062502,1.4226500023286717,0,1920,329,2024-10-28,10,Pluvieuse
Centre (Ouaga),2024,45,-0.7093446276634725,-0.7321069081003877,1.1622521138702555,0,1911,389,2024-11-04,11,Sèche
Centre (Ouaga),2024,46,-0.6670304945953164,-0.6040242664102189,-0.20917676534407126,0,1505,232,2024-11-11,11,Sèche
Centre (Ouaga),2024,47,-0.6501048413680539,0.4974864521252319,-1.1466091637943685,0,448,13,2024-11-18,11,Sèche
Centre (Ouaga),2024,48,-0.6670304945953164,-0.42470856804398277,-0.24389648380519394,0,465,18,2024-11-25,11,Sèche
Centre (Ouaga),2024,49,-0.638821072549879,-0.142926756325612,-1.059809867641563,0,269,26,2024-12-02,12,Sèche
Centre (Ouaga),2024,50,-0.6811352056180351,-0.1685432846636452,-1.2681281784082965,0,234,29,2024-12-09,12,Sèche
Centre (Ouaga),2024,51,-0.5795812862544604,-0.5527912097341515,0.15538027849771302,0,278,21,2024-12-16,12,Sèche
Centre (Ouaga),2024,52,-0.6416420147544227,0.4718699237871978,-0.6084535276469758,0,234,22,2024-12-23,12,Sèche
Centre (Ouaga),2025,1,-0.6134325927089853,-0.937039134804658,0.4504978854172495,0,451,25,2025-01-06,1,Sèche
Centre (Ouaga),2025,2,-0.6106116505044415,-0.42470856804398277,1.3011309877147437,0,377,5,2025-01-13,1,Sèche
Centre (Ouaga),2025,3,-0.6218954193226165,-0.11731022798757788,-1.6326852222500807,0,377,14,2025-01-20,1,Sèche
Centre (Ouaga),2025,4,-0.6077907082998978,-1.3212870598751643,-1.6153253630195181,0,331,10,2025-01-27,1,Sèche
